Timestamp,Last,LastSize,TotalVolume,Bid,Ask,TickId,BasisForLast,TradeMarketCenter,TradeConditions
2019-11-04 10:29:35.523620,1.75,1,1,1.7,1.75,20621700,C,17,20,
