Timestamp,Last,LastSize,TotalVolume,Bid,Ask,TickId,BasisForLast,TradeMarketCenter,TradeConditions
2019-11-04 09:37:24.268766,0.3,10,10,0.15,0.45,3672704,C,9,20,
